sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Oxygen Diss,Temp Water,pH,ln Turd,ln Cond,ln Coliform
SW-60110129,HENLEAZE LAKE (36050),2015-08-05T09:23:00,7.87,17.5,8.12,2.493205453,6.180223672,3.80666249
SW-60110129,HENLEAZE LAKE (36050),2015-07-28T12:15:00,8.54,17.1,7.97,2.687847494,6.173577749,3.80666249
SW-60110129,HENLEAZE LAKE (36050),2015-07-21T08:55:00,6.49,18.6,7.87,3.068052935,6.196444128,4.007333185
SW-60110129,HENLEAZE LAKE (36050),2015-07-19T11:27:00,8.08,18.7,8.03,3.058707073,6.196647773,5.204006687
SW-70614644,NESS COVE (23000),2015-07-13T12:30:00,7.46,19.4,7.86,3.194583132,5.913503006,2.302585093
SW-60110129,HENLEAZE LAKE (36050),2015-07-08T09:55:00,5.72,18.7,7.73,2.985681938,6.191339471,4.406719247
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-07-07T09:18:00,5.95,17.4,7.89,1.16315081,6.732210706,5.768320996
SW-60110129,HENLEAZE LAKE (36050),2015-07-05T11:26:00,6.97,20.4,7.96,2.954910279,6.084499413,4.007333185
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-07-03T09:37:00,8.81,18.2,7.87,1.435084525,5.768320996,3.988984047
SW-60110129,HENLEAZE LAKE (36050),2015-06-29T11:15:00,6.31,19,8,3.015534901,6.209193466,2.302585093
SW-60110129,HENLEAZE LAKE (36050),2015-06-19T11:02:00,8.97,18.3,8.14,2.32238772,6.161840033,4.143134726
SW-50024507,DURLEY CHINE (19150),2015-06-16T13:50:00,8.5,16.3,8.09,1.62924054,6.875232087,2.302585093
SW-73115135,ILFRACOMBE (HELE) BEACH (34600),2015-06-12T11:00:00,9.81,17.1,8.26,2.302585093,6.156555167,2.302585093
SW-81014770,WEMBURY BEACH (26200),2015-06-10T10:35:00,7.31,15.6,8.05,2.928523524,6.155919102,2.302585093
SW-60110129,HENLEAZE LAKE (36050),2015-06-09T09:55:00,6.8,15.9,8.01,2.856470206,6.155282632,3.295836866
SW-70614631,TEIGNMOUTH NEW BW SITE,2015-06-04T11:10:00,9.46,12.4,7.85,1.131402111,6.204557763,2.890371758
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-06-04T10:51:00,10.1,12.1,7.59,1.840549633,5.375278408,6.588926478
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2015-06-04T10:33:00,6.61,12.8,7.9,1.131402111,7.145984468,5.768320996
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-05-26T09:21:00,7.59,12.8,7.97,1.704748092,6.680854679,5.298317367
SW-60110129,HENLEAZE LAKE (36050),2015-05-21T11:38:00,10.4,14.4,8.33,3.086486637,6.177944114,3.80666249
SW-70640104,TEIGNMOUTH BACK BEACH,2015-05-21T11:25:00,6.44,14.9,8.24,2.219203484,6.517818972,2.302585093
SW-72910466,RIVER TORRIDGE AT BIDEFORD LONG BRIDGE,2015-05-21T10:50:00,9.08,14.3,8.87,2.282382386,6.32148746,3.583518938
AN-62M01,R.OUSE THE POINT KINGS LYNN,2015-05-11T11:17:00,10,13.22,8.54,4.080921542,10.56800375,2.890371758
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-05-08T15:14:00,11,10.8,7.66,1.757857918,5.438079309,7.149131599
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2015-05-07T12:56:00,10.6,11.9,7.83,1.458615023,6.647688374,6.040254711
SW-60030143,ISLEPORT RHYNE OUTLET INTO RIVER BRUE,2015-04-24T11:20:00,11.1,12,8.06,3.157000421,6.342121419,8.517193191
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-04-15T12:08:00,9.4,12.6,8.14,1.774952351,6.616065185,4.682131227
AN-62M01,R.OUSE THE POINT KINGS LYNN,2015-04-14T15:56:00,9.65,11.28,8.21,3.148453361,10.52513873,0
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2015-04-01T11:50:00,11.8,6.9,7.85,1.386294361,6.81014245,4.905274778
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-04-01T11:35:00,11.6,5.9,7.6,2.602689685,5.583496309,7.824046011
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2015-04-01T11:24:00,11.2,6.6,8.18,1.386294361,6.812345094,6.606650186
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2015-03-06T13:00:00,14.9,7.3,8.37,1.526056303,6.8134446,7.505492275
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-03-06T12:12:00,11.9,6.6,7.8,1.648658626,5.484796933,7.074963198
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-03-06T10:13:00,11.5,6,8.22,2.2300144,6.66440902,5.438079309
AN-62M01,R.OUSE THE POINT KINGS LYNN,2015-03-05T07:01:00,11.5,4.74,8.11,2.58021683,10.06917147,4.836281907
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-02-12T09:12:00,11.5,4.4,8.18,1.648658626,6.672032945,6.29156914
AN-62M01,R.OUSE THE POINT KINGS LYNN,2015-02-08T09:38:00,11.6,2.56,8.11,3.356897123,10.25565736,5.192956851
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2015-02-06T13:50:00,12.2,3.3,8.38,1.791759469,6.781057626,5.598421959
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-02-06T12:12:00,11.1,4,7.9,1.757857918,5.680172609,5.736572297
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2015-01-16T11:22:00,10.7,5.2,8.1,3.683866912,6.501289671,8.630521877
AN-62M01,R.OUSE THE POINT KINGS LYNN,2015-01-12T11:02:00,11.5,6.06,8.13,3.937690752,9.091669442,5.693732139
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2015-01-09T13:14:00,11.8,7.2,8.17,2.895911938,6.705639095,7.649692624
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2015-01-09T12:06:00,11.6,6.8,8.08,3.666122467,6.630683386,6.706862337
NW-88003872,RIVER WYRE AT ST MICHAELS,2015-01-08T10:56:00,9.55,6.8,8.25,3.55820113,5.327876169,8.216088099
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-12-08T14:44:00,12.2,5.1,8.17,1.757857918,6.680854679,6.907755279
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-12-03T14:32:00,9.72,7.71,8.07,5.303304908,7.467313922,6.214608098
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-12-03T13:20:00,10.6,7.9,8.11,1.974081026,6.774223886,7.783224016
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2014-12-03T12:28:00,10.3,7.9,8.01,2.406945108,6.746412129,6.812345094
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-11-28T11:02:00,11.5,7.6,7.9,1.62924054,5.609471795,6.363028104
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-11-21T14:03:00,10.6,8.9,8.03,2.701361213,6.499787041,7.445417557
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-11-05T15:56:00,8.8,10.544,7.989,5.152134856,3.505857652,7.170119543
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-11-04T13:13:00,6.58,9.6,7.71,0.78845736,7.163946684,7.400009517
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-11-04T12:30:00,9.53,9.1,7.66,2.587764035,5.446737372,9.210340372
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-10-28T13:24:00,8.24,13.1,7.89,1.916922612,6.558197803,6.65929392
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-10-12T10:53:00,7.35,12.43,7.85,3.804437795,10.77674551,3.912023005
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-10-03T12:41:00,8.87,13.8,8.04,1.686398954,4.787491743,5.521460918
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-10-01T15:11:00,7.14,14.8,7.75,0.832909123,7.268223021,7.505492275
SW-60110129,HENLEAZE LAKE (36050),2014-09-26T11:24:00,6.42,16.4,7.72,2.240709689,6.298213682,4.682131227
SW-60110129,HENLEAZE LAKE (36050),2014-09-21T15:52:00,7.16,18.1,8.09,2.468099531,6.293419279,5.438079309
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-09-12T19:24:00,5.32,17.59,7.73,5.860786223,9.974300101,5.030437921
SW-60110129,HENLEAZE LAKE (36050),2014-09-11T10:18:00,6.87,17.3,7.69,2.140066163,6.293973654,4.007333185
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-09-04T13:33:00,7.63,16,7.86,0.955511445,7.041411664,8.101677747
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2014-09-04T12:16:00,6.49,15,7.63,0.78845736,6.873163834,5.347107531
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-09-03T08:52:00,7.8,15.3,7.86,1.568615918,6.64898455,7.28276118
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-09-02T12:28:00,9.27,15.9,7.6,1.386294361,5.351858133,6.551080335
SW-60110129,HENLEAZE LAKE (36050),2014-09-01T08:50:00,7.15,16.7,7.72,2.32238772,6.284693706,4.59511985
SW-60110129,HENLEAZE LAKE (36050),2014-08-27T11:26:00,9.98,16.6,8.03,2.251291799,6.276643489,6.327936784
SW-60110129,HENLEAZE LAKE (36050),2014-08-22T12:10:00,8.02,17.1,8.11,2.433613355,6.295266001,5.298317367
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-08-15T10:15:00,7.46,15.1,7.78,1.360976553,6.533788838,7.400009517
SW-60110129,HENLEAZE LAKE (36050),2014-08-13T11:32:00,7.26,18.4,7.71,2.32238772,6.297845697,6.492239835
SW-60110129,HENLEAZE LAKE (36050),2014-08-08T15:30:00,7.67,20.7,7.98,2.240709689,6.318968114,5.030437921
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-08-07T12:56:00,8.15,18.2,7.92,1.667706821,5.446737372,6.522092798
SO-F0001828,PEVENSEY BAY (14400),2014-08-05T14:30:00,8.02,17.7,7.95,1.064710737,7.198183577,2.302585093
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-08-03T11:35:00,7.22,19.55,8.03,3.339321978,10.64270692,6.109247583
SW-60110129,HENLEAZE LAKE (36050),2014-07-29T11:26:00,6.42,22.8,7.89,2.509599262,6.326149473,4.836281907
SW-60110129,HENLEAZE LAKE (36050),2014-07-24T14:53:00,7.89,24.8,7.91,2.694627181,6.320768294,5.087596335
SW-60110129,HENLEAZE LAKE (36050),2014-07-18T09:30:00,7.33,21,7.87,2.397895273,6.313548046,5.375278408
SW-60110129,HENLEAZE LAKE (36050),2014-07-14T11:10:00,8.34,21.1,8,2.734367509,6.313548046,4.276666119
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-07-11T18:00:00,7.88,17.005,8.054,4.377014093,3.808039319,7.090076836
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-07-10T10:09:00,8.11,16.4,8.07,1.029619417,6.69950034,6.64118217
SW-60110129,HENLEAZE LAKE (36050),2014-07-09T10:40:00,8.45,19.2,8.11,2.351375257,6.304997098,3.80666249
SW-82215340,CARBIS BAY (31100),2014-07-04T11:00:00,9.56,17.4,8,1.360976553,5.894402834,2.302585093
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-07-02T10:09:00,7.63,13.2,7.79,1.131402111,7.203405521,6.461468176
SW-60110129,HENLEAZE LAKE (36050),2014-06-30T11:27:00,9.25,20.1,8.23,2.292534757,6.388561406,4.59511985
SW-60110129,HENLEAZE LAKE (36050),2014-06-20T11:31:00,7.44,20.6,8.09,2.424802726,6.300785795,4.394449155
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-06-16T14:59:00,9.46,15.7,8.12,1.62924054,6.712956201,6.086774727
SW-60110129,HENLEAZE LAKE (36050),2014-06-15T11:30:00,7.79,20.1,7.93,2.014903021,6.306275287,4.143134726
SW-81010640,COFFLETE STREAM AT FORDBROOK,2014-06-10T10:42:00,9.08,13.6,8.02,2.341805806,6.296556681,10.57131693
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-06-04T11:31:00,7.86,15.5,7.9,1.30833282,5.771441123,4.905274778
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-06-03T12:48:00,7.72,14.3,7.89,1.280933845,6.913737351,5.828945618
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2014-06-03T12:13:00,9.44,15.6,7.88,1.960094784,6.830874235,8.160518247
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-05-28T11:44:00,9.72,12.2,7.95,3.706228092,6.401917197,8.909235279
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-05-02T14:06:00,10.7,13.4,8.19,1.30833282,5.605802066,6.445719819
SW-81010221,NEWTON STREAM AT BRIDGEND (U/S TRIBS),2014-05-01T12:22:00,10.7,12.5,8,1.808288771,7.956126351,6.871091295
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-05-01T11:14:00,9.96,11.8,7.98,1.131402111,7.113142109,6.476972363
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-04-04T13:50:00,10,10.1,7.69,1.704748092,5.66296048,6.994849986
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-04-02T12:12:00,14.9,11.7,8.07,1.648658626,7.01301579,4.276666119
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-03-27T15:46:00,15.2,8.3,8.48,1.589235205,6.697034248,5.393627546
SO-E0007084,UPSTREAM OF SPONGE,2014-03-06T13:15:00,11.9,9.4,7.64,2.028148247,6.335054251,7.649692624
SO-E0004912,EAST CONFLUENCE BY TENNIS COURTS,2014-03-06T13:00:00,11.4,8.6,7.63,3.751854253,6.276643489,8.242756346
SO-E0004914,WEST CONFLUENCE BY TENNIS COURTS,2014-03-06T12:50:00,11.4,9.1,7.47,1.85629799,6.352629396,5.030437921
SO-E0007027,HARMERS RESERVOIR U/S,2014-03-06T12:15:00,11,9,7.55,3.117949906,6.49677499,9.330165765
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-03-06T11:55:00,11.4,7,8.26,3.218875825,8.535249196,4.983606622
SO-E0007024,BUCKSHOLE RES MID U/S,2014-03-06T11:45:00,11,8.9,7.83,3.935739532,6.508769137,6.109247583
SO-E0007025,BUCKSHOLE RES UPR D/S,2014-03-06T11:25:00,10.1,9.4,7.84,3.703768067,6.508769137,6.131226489
SO-E0007023,BUCKSHOLE RES MID D/S,2014-03-06T11:10:00,11.3,7.7,7.77,2.442347035,6.504288174,6.620073207
SO-F0003103,ALEXANDRA STREAM OUTFALL,2014-03-06T10:00:00,11.5,8.8,8.14,2.219203484,6.850126166,7.554334824
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-03-04T13:22:00,12.7,6.4,8.25,2.32238772,6.670766321,6.345636361
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2014-03-04T12:14:00,12.2,6.3,8.16,2.890371758,6.624065228,5.857933154
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-02-17T16:43:00,11,5.38,8.22,4.172847624,6.794138552,6.363028104
SW-50250102,RIVER EBBLE D/S LONGFORD FISH FARM,2014-02-05T10:34:00,11.8,5.8,8.16,5.087596335,6.527957918,5.598421959
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-02-03T13:55:00,11.5,5.5,7.56,2.041220329,5.488937726,6.152732695
AN-62M01,R.OUSE THE POINT KINGS LYNN,2014-01-16T08:20:00,10.5,5.684,8.049,3.761200116,0.532978428,5.828945618
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2014-01-09T14:06:00,11.3,6.9,8.11,4.32677816,6.352629396,7.342779189
NW-88003872,RIVER WYRE AT ST MICHAELS,2014-01-09T12:11:00,11,6.7,7.7,3.543853682,5.220355825,8.006367568
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2014-01-03T14:29:00,11.8,7,8.16,2.939161922,6.72982407,6.985641818
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-12-10T12:52:00,10.8,5.004,8.129,3.414442608,10.31513352,5.693732139
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2013-11-25T14:46:00,10.1,5.8,7.91,1.064710737,6.918695219,6.551080335
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-11-25T13:42:00,11.8,3.9,7.7,4.02356438,5.602118821,6.812345094
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2013-11-25T13:11:00,10,6.3,7.77,1.131402111,6.870053412,6.194405391
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2013-11-25T12:39:00,11.6,5.9,8.16,1.667706821,6.609349243,6.363028104
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-11-18T08:11:00,9.62,7.5,8,1.962907725,2.926917958,4.605170186
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2013-11-11T12:44:00,11.4,7.7,8,2.451005098,6.54534966,6.253828812
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-11-01T10:51:00,9.94,9.9,7.7,3.261935314,5.517452896,8.496990484
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2013-10-30T10:54:00,7.13,8.9,7.61,1.960094784,6.918695219,5.886104031
SW-70420115,OTTER AT NEWTON POPPLEFORD FOOTBRIDGE,2013-10-30T10:05:00,7.32,8.7,7.66,1.526056303,6.632001777,7.554334824
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2013-10-17T13:43:00,9.88,11.4,7.92,1.931521412,6.723832441,6.040254711
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-10-16T15:49:00,8.64,11.87,8.04,5.886937018,2.772588722,5.204006687
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-10-04T14:01:00,9.2,15.3,7.72,2.912350665,5.087596335,8.89192414
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2013-10-02T15:28:00,7.94,13.1,7.83,2.261763098,7.192182059,7.170119543
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2013-10-02T14:05:00,7.87,12.8,7.76,1.16315081,6.873163834,6.461468176
SW-70110134,RIVER LIM U/S UPLYME STW,2013-09-11T12:05:00,3.02,12.7,7.56,1.435084525,6.66057515,8.648221454
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2013-09-06T14:53:00,6.84,16.3,7.9,1.547562509,7.202661197,6.994849986
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2013-09-06T14:22:00,7.92,14.8,7.85,0.993251773,6.854354502,7.400009517
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-09-06T08:04:00,7.11,19.24,8.05,2.850706502,10.76298569,4.574710979
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-09-05T14:16:00,9,17.1,8.01,0.993251773,5.564520407,5.634789603
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2013-09-02T10:41:00,9.58,15.6,8.13,1.386294361,6.736966958,6.551080335
SO-G0006587,MIDDLE PARKWAY ROAD BRIDGE,2013-08-30T10:15:00,8.98,16.9,7.9,0.955511445,5.416100402,9.61580548
SO-DUMPUMED,DUMP UPPER MEDWAY,2013-08-29T13:20:00,12.6,7.7,8.5,1.360976553,5.991464547,8.318742253
SW-73110903,RIVER UMBER PRIOR TO BEACH,2013-08-29T10:35:00,5.08,15.4,7.5,1.131402111,6.650279049,5.940171253
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2013-08-22T10:37:00,7.9,17.4,8,1.335001067,6.756932389,6.579251212
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-08-08T08:48:00,7.27,18.57,8.13,3.152736022,10.79973883,4.564348191
SO-G0006504,ARUN TRIB DS KERVES LANE FARM,2013-08-07T11:59:00,2.16,14.2,7.37,4.579852378,6.242223265,8.101677747
SO-G0006506,ARUN US AMIESMILL BRIDGE -CLOSED-,2013-08-07T11:29:00,5.71,15.6,7.23,1.960094784,5.707110265,6.803505258
SO-G0006502,DS HORSHAM WPS DISCHARGE A281 CLOSED,2013-08-07T11:13:00,6.62,14.9,7.33,2.041220329,5.976350909,8.630521877
SW-70614904,BROADSANDS BEACH (24300),2013-08-07T10:40:00,8,14.3,7.4,1.435084525,5.863631176,3.80666249
SO-G0006507,ARUN WHITESBRIDGE -CLOSED-,2013-08-07T10:21:00,6.22,15.5,7.26,2.208274414,5.707110265,7.208600338
SW-81714901,DUPORTH BEACH (27700),2013-07-31T14:00:00,6.13,17.5,7.77,1.609437912,6.870053412,2.302585093
SW-70510107,EXMOUTH BEACH (22300),2013-07-31T12:46:00,6.21,16.7,7.8,1.360976553,7.165493475,2.302585093
SO-DUMPSTOU,DUMP STOUR,2013-07-19T13:17:00,1.58,16.3,8.05,2.827313622,6.466144724,6.551080335
AN-WELL280T,R.WELLAND TINWELL PUMPING STATION,2013-07-15T11:14:00,9.02,18.6,8.12,1.223775432,6.746412129,5.799092654
SW-60030125,RIVER BRUE AT TIDAL SLUICE,2013-07-15T10:22:00,11.2,14.7,8.2,1.824549292,10.55622932,5.828945618
TH-PTTB0025,BATHING WATER EEC - JUBILEE (11830),2013-07-10T14:10:00,5.37,16.9,7.39,4.820281566,6.198478716,2.302585093
SO-G0006541,WESTLANDS FARM,2013-07-10T13:53:00,2.89,15.4,7.66,2.219203484,6.11146734,7.065613364
SW-70910108,MOTHECOMBE BEACH (26100),2013-07-10T13:15:00,5.37,19.5,7.62,3.068052935,6.2599638,2.302585093
SW-81810915,GORRAN HAVEN (LITTLE PERHAVER) BEACH STR,2013-07-10T12:55:00,1.13,15.8,7.16,3.242592351,6.242223265,7.218176838
SO-G0006543,D/S STABLEBARN FARM,2013-07-10T12:08:00,1.59,15.6,7.52,4.249922794,6.416732283,3.295836866
SO-G0006502,DS HORSHAM WPS DISCHARGE A281 CLOSED,2013-07-10T09:40:00,7.05,14.5,7.94,2.151762203,6.095824562,8.699514748
SO-G0006506,ARUN US AMIESMILL BRIDGE -CLOSED-,2013-07-10T09:19:00,5.25,15.5,7.66,1.945910149,5.897153868,8.070906089
SO-G0006504,ARUN TRIB DS KERVES LANE FARM,2013-07-10T09:09:00,5.3,15.7,7.79,1.974081026,5.739792912,8.987196821
SO-G0006505,ARUN TRIB US KERVES LANE FARM -CLOSED-,2013-07-10T08:58:00,7.02,14.3,7.92,1.871802177,5.929589143,8.853665428
SO-G0006503,US HORSHAM WPS DISCHARGE A281 CLOSED,2013-07-10T08:40:00,8.54,13.6,7.83,2.091864062,5.97126184,9.104979856
SO-G0006507,ARUN WHITESBRIDGE -CLOSED-,2013-07-10T08:26:00,5.92,15.9,7.9,2.397895273,5.710427017,9.903487553
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-07-09T19:21:00,6.89,19.97,8.19,3.706228092,10.82270799,3.583518938
TH-PGWL0034,"FRENSHAM GREAT POND, BEACH (11945)",2013-07-08T13:05:00,9.16,23.8,8.78,1.774952351,5.631211782,2.890371758
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-06-28T12:03:00,8.99,15.1,7.6,1.791759469,5.720311777,7.649692624
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2013-06-27T12:22:00,9.05,14.7,8,1.064710737,6.854354502,5.416100402
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2013-06-27T10:54:00,7.22,13.6,7.98,2.054123734,7.058758153,6.152732695
SW-82710215,FLEX BROOK U/S ROADBRIDGE,2013-06-13T12:00:00,10.1,15.3,8.14,2.054123734,6.746412129,6.522092798
SW-82518180,POLMORLA STREAM AT CORONATION PARK,2013-06-12T11:09:00,10.4,12.9,7.81,2.442347035,5.707110265,8.216088099
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-06-06T16:42:00,8.2,16.008,8.157,5.223054882,3.08278115,3.988984047
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-05-28T11:44:00,9.92,11.3,7.83,1.722766598,5.620400866,8.699514748
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2013-05-22T14:21:00,13.4,11.2,8.13,1.360976553,6.946975992,6.455198563
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2013-05-22T13:04:00,13.7,11.6,8.02,1.589235205,6.816735881,3.295836866
TH-PRGR0200,MAYES BROOK AT MAYESBROOK PARK NEAR CLAR,2013-05-13T13:32:00,13.1,14.8,8.43,1.435084525,6.726233402,5.141663557
AN-DEB030,R.DEBEN BRANDESTON BR.CRETINGHAM,2013-04-29T13:34:00,12.8,10.6,7.93,1.098612289,6.851184927,5.298317367
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-04-19T10:49:00,10.5,9.7,7.9,1.504077397,5.587248658,7.218176838
AN-DEB020,R.DEBEN A1120 RD.BR.ASHFIELD,2013-04-17T11:53:00,13.3,11.2,8.29,1.704748092,6.777646594,6.063785209
AN-62M01,R.OUSE THE POINT KINGS LYNN,2013-04-08T16:32:00,13.2,6.487,8.406,3.650658241,9.108861203,2.302585093
NW-88003872,RIVER WYRE AT ST MICHAELS,2013-03-20T11:26:00,12.9,4.5,8.16,1.85629799,5.66296048,7.218176838
AN-MISCTA30,MISC.10KM SQ CLEETHORPES (E)........TA30,2013-03-19T09:38:00,11.86,4.08,8.15,3.696401096,10.59091843,5.087596335
AN-MISCTA30,MISC.10KM SQ CLEETHORPES (E)........TA30,2013-03-19T09:27:00,11.63,3.98,8.14,3.702486458,10.59720957,4.836281907
AN-MISCTA30,MISC.10KM SQ CLEETHORPES (E)........TA30,2013-03-19T09:16:00,11.72,3.88,8.15,3.689604191,10.58451154,4.682131227
AN-MISCTA30,MISC.10KM SQ CLEETHORPES (E)........TA30,2013-03-19T09:09:00,11.62,3.93,8.15,3.712840092,10.60767358,2.890371758
AN-MISCTA30,MISC.10KM SQ CLEETHORPES (E)........TA30,2013-03-19T09:03:00,11.68,4.02,8.14,3.699027785,10.59368037,4.682131227
AN-MISCTA30,MISC.10KM SQ CLEETHORPES (E)........TA30,2013-03-19T08:56:00,11.66,3.95,8.15,3.707382217,10.60231855,5.087596335
AN-MISCTA30,MISC.10KM SQ CLEETHORPES (E)........TA30,2013-03-19T08:50:00,11.64,3.97,8.15,3.717855562,10.61287711,5.521460918
AN-OAE047,BUTLEY R. BUTLEY MILL,2013-03-06T12:19:00,9.62,7.8,7.5,1.30833282,6.788971743,2.890371758
AN-OAE047,BUTLEY R. BUTLEY MILL,2013-02-13T14:57:00,12,2.1,7.94,0.916290732,6.704414355,3.988984047
AN-OAE047,BUTLEY R. BUTLEY MILL,2013-01-10T10:28:00,7.97,5.5,8.01,0.875468737,6.722629795,3.988984047
AN-OAE047,BUTLEY R. BUTLEY MILL,2012-11-15T14:07:00,9.08,8,7.87,0.916290732,6.711740395,4.143134726
AN-OAE047,BUTLEY R. BUTLEY MILL,2012-11-06T16:11:00,8.5,7.2,7.71,1.280933845,6.752270376,4.65396035
AN-OAE047,BUTLEY R. BUTLEY MILL,2012-10-08T15:02:00,9.22,11.6,7.64,0.955511445,6.723832441,3.988984047
AN-OAE047,BUTLEY R. BUTLEY MILL,2012-08-22T10:23:00,5.74,15.8,7.45,0.993251773,6.749931194,5.087596335
TH-PKER9999,KENNET CATCHMENT RIVER N.C.R.S,2012-07-30T14:48:00,10.35,13.8,8.12,1.098612289,6.418364936,5.347107531
AN-OAE047,BUTLEY R. BUTLEY MILL,2012-07-17T13:56:00,6.74,18.1,7.76,0.741937345,6.575075841,5.298317367
