sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Oxygen Diss,Temp Water,pH,ln Turd,ln Cond,ln Coliform,cos_day_of_year,sin_day_of_year,cos_time_of_day,sin_time_of_day,Oxygen Diss * Temp Water,Oxygen Diss * pH,Oxygen Diss * ln Turd,Oxygen Diss * ln Cond,Oxygen Diss * cos_day_of_year,Oxygen Diss * sin_day_of_year,Oxygen Diss * cos_time_of_day,Temp Water * pH,Temp Water * ln Turd,Temp Water * ln Cond,Temp Water * cos_day_of_year,Temp Water * sin_day_of_year,Temp Water * cos_time_of_day,pH * ln Turd,pH * ln Cond,pH * cos_day_of_year,pH * sin_day_of_year,pH * cos_time_of_day,ln Turd * ln Cond,ln Turd * cos_day_of_year,ln Turd * sin_day_of_year,ln Turd * cos_time_of_day,ln Cond * cos_day_of_year,ln Cond * sin_day_of_year,ln Cond * cos_time_of_day,cos_day_of_year * sin_day_of_year,cos_day_of_year * cos_time_of_day,sin_day_of_year * cos_time_of_day,Oxygen Diss n/(n+1),Temp Water n/(n+1),pH n/(n+1),ln Turd n/(n+1),ln Cond n/(n+1),cos_day_of_year n/(n+1),sin_day_of_year n/(n+1)
TH-PGWL0214,"PRINCESS DIANA FOUNTAIN, HYDE PARK",2024-07-31T11:02:00,8.22,19.9,7.76,1.840549633,7.322510434,6.733401892,-0.866562479,-0.499068603,-0.96814764,0.250380004,163.578,63.7872,15.12931798,60.19103577,-7.123143577,-4.102343917,-7.958173601,154.424,36.6269377,145.7179576,-17.24459333,-9.9314652,-19.26613804,14.28266515,56.82268097,-6.724524837,-3.872772359,-7.512825686,13.47744389,-1.594951253,-0.918560534,-1.781923783,-6.345412794,-3.654435053,-7.089271196,0.432474126,0.838960419,0.48317209,0.89154013,0.95215311,0.885844749,0.647955456,0.879843948,-6.49414402,-0.996281339
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-07-31T10:31:00,11.4,23.7,9.18,0.530628251,7.117205503,4.787491743,-0.866562479,-0.499068603,-0.925540504,0.378648617,270.18,104.652,6.049162061,81.13614273,-9.878812261,-5.689382074,-10.55116175,217.566,12.57588955,168.6777704,-20.53753075,-11.82792589,-21.93530994,4.871167344,65.33594652,-7.955043557,-4.581449776,-8.496461827,3.776590308,-0.459822533,-0.2648199,-0.491117939,-6.167503244,-3.551973808,-6.587261968,0.432474126,0.802038674,0.461908206,0.919354839,0.95951417,0.901768173,0.346673499,0.876804893,-6.49414402,-0.996281339
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2024-07-31T09:56:00,13.8,23.9,9.28,0.832909123,7.138867,6.01615716,-0.866562479,-0.499068603,-0.857167301,0.515038075,329.82,128.064,11.4941459,98.5163646,-11.95856221,-6.887146721,-11.82890875,221.792,19.90652804,170.6189213,-20.71084325,-11.92773961,-20.48629849,7.729396661,66.24868576,-8.041699805,-4.631356636,-7.954512553,5.946027452,-0.721767794,-0.415678792,-0.713942465,-6.186274285,-3.562784381,-6.119203359,0.432474126,0.742789021,0.427785287,0.932432432,0.959839357,0.902723735,0.454419214,0.877132775,-6.49414402,-0.996281339
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-07-24T10:29:00,9.94,22.5,9.1,0.587786665,7.100027167,5.298317367,-0.92023858,-0.391357837,-0.922200972,0.386710962,223.65,90.454,5.84259945,70.57427004,-9.147171485,-3.8900969,-9.166677662,204.75,13.22519996,159.7506113,-20.70536805,-8.805551333,-20.74952187,5.348858652,64.61024722,-8.374171078,-3.561356317,-8.392028845,4.17330129,-0.540903966,-0.230034918,-0.542057434,-6.533718918,-2.778651275,-6.547651955,0.36014258,0.848644913,0.360910578,0.908592322,0.957446809,0.900990099,0.370192469,0.876543624,-11.53738963,-0.643001522
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-07-18T12:25:00,11.8,21.8,9.23,0.587786665,7.088408779,5.521460918,-0.955663305,-0.294461622,-0.994056338,-0.108866875,257.24,108.914,6.935882647,83.64322359,-11.276827,-3.47464714,-11.72986479,201.214,12.8137493,154.5273114,-20.83346005,-6.41926336,-21.67042817,5.425270918,65.42601303,-8.820772305,-2.717880771,-9.17514,4.166472156,-0.561726147,-0.173080615,-0.58429306,-6.774132161,-2.087264346,-7.046277673,0.281406167,0.949983165,0.292711442,0.921875,0.956140351,0.902248289,0.370192469,0.876366288,-21.55468072,-0.417357342
SW-82610110,TREBARWITH STREAM U/S BEACH CAR PARK,2024-07-17T12:30:00,8.84,14.74,7.69,1.193922468,5.693732139,9.546812609,-0.960587111,-0.277979139,-0.991444861,-0.130526192,130.3016,67.9796,10.55427462,50.33259211,-8.491590061,-2.457335589,-8.764372571,113.3506,17.59841718,83.92561173,-14.15905402,-4.097412509,-14.61389725,9.181263779,43.78480015,-7.386914884,-2.137659579,-7.624210981,6.797874728,-1.146866534,-0.33188554,-1.183708295,-5.469325706,-1.582738758,-5.645021469,0.267023178,0.952369155,0.275600989,0.898373984,0.936467598,0.884925201,0.544195379,0.850606511,-24.37241053,-0.385001534
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-07-10T10:33:00,8.47,18.9,8.99,0.832909123,7.077498054,5.703782475,-0.987023716,-0.160574545,-0.928809553,0.370557438,160.083,76.1453,7.054740272,59.94640852,-8.360090875,-1.360066396,-7.867016914,169.911,15.74198242,133.7647132,-18.65474823,-3.034858901,-17.55450055,7.487853016,63.62670751,-8.873343207,-1.44356516,-8.349997881,5.894912697,-0.822101058,-0.133744003,-0.77361395,-6.985658429,-1.13646603,-6.573647804,0.158490884,0.916757056,0.149143171,0.894403379,0.949748744,0.8998999,0.454419214,0.876199289,-76.06366476,-0.191291012
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-07-02T10:31:00,11.1,19.2,9.37,1.360976553,7.094234846,2.302585093,-0.999720273,-0.023651127,-0.925540504,0.378648617,213.12,104.007,15.10683974,78.74600679,-11.09689503,-0.26252751,-10.27349959,179.904,26.13074982,136.209309,-19.19462924,-0.454101638,-17.77037768,12.7523503,66.47298051,-9.367378958,-0.22161106,-8.672314522,9.655087287,-1.360595851,-0.032188629,-1.259638925,-7.092250397,-0.167786649,-6.566001695,0.023644511,0.925281605,0.021890076,0.917355372,0.95049505,0.903567985,0.57644645,0.876455277,-3573.914113,-0.024224053
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-06-28T09:01:00,12.8,21,9.19,0.875468737,7.092573716,4.158883083,-0.998980625,0.045141018,-0.710185376,0.704014724,268.8,117.632,11.20599983,90.78494356,-12.786952,0.57780503,-9.090372813,192.99,18.38484348,148.944048,-20.97859313,0.947961378,-14.9138929,8.045557693,65.18075245,-9.180631944,0.414845955,-6.526603605,6.209326553,-0.874576306,0.03951955,-0.621745094,-7.085343724,0.320165998,-5.037042131,-0.045095002,0.709461431,-0.032058491,0.927536232,0.954545455,0.901864573,0.466799963,0.876429918,-979.9932557,0.043191318
SW-73015012,SAUNTON SANDS (34100),2024-06-25T10:43:00,8.33,17.5,7.59,2.708050201,6.940222469,2.302585093,-0.995322051,0.096612702,-0.94408902,0.329690645,145.775,63.2247,22.55805817,57.81205317,-8.291032685,0.804783808,-7.864261537,132.825,47.39087852,121.4538932,-17.41813589,1.690722285,-16.52155785,20.55410103,52.67628854,-7.554494367,0.733290408,-7.165635662,18.79447085,-2.69538208,0.261632047,-2.55664046,-6.907756462,0.670513645,-6.552187829,-0.096160753,0.93967262,-0.091210991,0.892818864,0.945945946,0.883585565,0.730316488,0.874058944,-212.7688974,0.088101024
SW-E8900500,BERROW N OF UNITY FM (35500),2024-06-25T10:02:00,9.59,18.7,7.43,1.00E-07,6.728628613,2.302585093,-0.995322051,0.096612702,-0.870355696,0.49242356,179.333,71.2537,9.59E-07,64.5275484,-9.545138469,0.926515812,-8.346711125,138.941,1.87E-06,125.8253551,-18.61252235,1.806657527,-16.27565152,7.43E-07,49.99371059,-7.395242839,0.717832376,-6.466742821,6.73E-07,-9.95E-08,9.66E-09,-8.70E-08,-6.697152432,0.650070991,-5.85630024,-0.096160753,0.866284216,-0.084087415,0.905571294,0.949238579,0.881376038,1.00E-07,0.870610939,-212.7688974,0.088101024
NW-88003872,RIVER WYRE AT ST MICHAELS,2024-06-21T10:20:00,9.11,15.9,7.6,1.30833282,5.356586275,6.380122537,-0.986324023,0.164817847,-0.906307787,0.422618262,144.849,69.236,11.91891199,48.79850097,-8.98541185,1.501490586,-8.25646394,120.84,20.80249184,85.16972177,-15.68255197,2.620603767,-14.41029381,9.943329432,40.71005569,-7.496062575,1.252615637,-6.887939181,7.008197627,-1.29044009,0.215636599,-1.185752223,-5.283329724,0.882861017,-4.854715853,-0.162563802,0.893913143,-0.149375698,0.901088032,0.940828402,0.88372093,0.566786907,0.842682856,-72.12091853,0.14149667
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-06-20T11:01:00,13.1,19.7,9.17,0.470003629,7.063048163,4.406719247,-0.983342961,0.181759788,-0.967045939,0.254601948,258.07,120.127,6.15704754,92.52593094,-12.88179279,2.381053223,-12.6683018,180.649,9.259071491,139.1420488,-19.37185633,3.580667824,-19.050805,4.309933278,64.76815165,-9.017254952,1.666737256,-8.867811261,3.319658268,-0.46217476,0.08542776,-0.454515101,-6.945398694,1.283778137,-6.830292043,-0.178732208,0.950937817,-0.175770065,0.929078014,0.951690821,0.901671583,0.319729571,0.875977424,-59.03467963,0.153804343
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-06-11T11:25:00,11.6,16.5,9.05,0.470003629,7.056175284,2.302585093,-0.943553124,0.331221228,-0.98836151,0.152123386,191.4,104.98,5.452042096,81.85163329,-10.94521624,3.842166245,-11.46499352,149.325,7.755059879,116.4268922,-15.56862655,5.465150262,-16.30796492,4.253532842,63.85838632,-8.539155772,2.997552113,-8.944671666,3.31642799,-0.443473392,0.155675179,-0.464533496,-6.657876233,2.337155043,-6.974052059,-0.312524824,0.93257159,-0.327366313,0.920634921,0.942857143,0.900497512,0.319729571,0.875871618,-16.71577226,0.248810056
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-06-05T13:19:00,13,18.1,9.08,0.182321557,7.03438793,4.158883083,-0.904405455,0.426674083,-0.941176015,-0.337916718,235.3,118.04,2.370180241,91.44704309,-11.75727092,5.546763079,-12.2352882,164.348,3.300020182,127.3224215,-16.36973874,7.722800902,-17.03528587,1.655479738,63.8722424,-8.212001531,3.874200674,-8.545878216,1.28252056,-0.164892611,0.077791883,-0.171596676,-6.361938816,3.001391019,-6.6205972,-0.385886368,0.851204722,-0.401575413,0.928571429,0.947643979,0.900793651,0.154206405,0.875535012,-9.460847949,0.299069064
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-05-30T10:56:00,10.5,17.7,9.13,1.16315081,7.023758955,4.700480366,-0.855631486,0.51758551,-0.961261696,0.275637356,185.85,95.865,12.21308351,73.74946903,-8.984130603,5.434647855,-10.09324781,161.601,20.58776934,124.3205335,-15.1446773,9.161263527,-17.01433202,10.6195669,64.12691926,-7.811915467,4.725555706,-8.776319284,8.169690918,-0.995228456,0.602030005,-1.11809232,-6.009749312,3.635395861,-6.751670445,-0.442862459,0.822485773,-0.497535125,0.913043478,0.946524064,0.901283317,0.537711381,0.875370134,-5.926718107,0.341058548
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2024-05-25T14:29:00,14.9,19.9,9.17,0.78845736,7.010311867,4.276666119,-0.808004665,0.589176087,-0.796002003,-0.605293988,296.51,136.633,11.74801466,104.4536468,-12.03926951,8.778723696,-11.86042984,182.483,15.69030146,139.5052062,-16.07929283,11.72460413,-15.84043986,7.230153991,64.28455982,-7.409402778,5.402744718,-7.299338368,5.527331987,-0.637077225,0.464540222,-0.627613638,-5.664364692,4.130308114,-5.580222288,-0.476057027,0.643173332,-0.468985345,0.937106918,0.95215311,0.901671583,0.440858909,0.875160916,-4.208459883,0.370743111
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2024-05-25T14:01:00,13.2,21.4,8.92,0.405465108,7.13009851,4.143134726,-0.808004665,0.589176087,-0.863835505,-0.503773977,282.48,117.744,5.352139426,94.11730033,-10.66566158,7.777124348,-11.40262867,190.888,8.676953311,152.5841081,-17.29129983,12.60836826,-18.48607981,3.616748763,63.60047871,-7.207401612,5.255450696,-7.705412705,2.891006162,-0.327617699,0.238890346,-0.350255156,-5.761152858,4.20088354,-6.159232247,-0.476057027,0.697983118,-0.508951223,0.929577465,0.955357143,0.899193548,0.288491764,0.87700026,-4.208459883,0.370743111
TH-PGWL0214,"PRINCESS DIANA FOUNTAIN, HYDE PARK",2024-05-25T13:20:00,9.29,17.9,8.4,0.405465108,7.301147806,4.394449155,-0.808004665,0.589176087,-0.939692621,-0.342020143,166.291,78.036,3.766770853,67.82766312,-7.506363338,5.473445848,-8.729744449,150.36,7.257825433,130.6905457,-14.4632835,10.54625196,-16.82049792,3.405906907,61.32964157,-6.787239186,4.949079131,-7.893418016,2.960360684,-0.327617699,0.238890346,-0.38101257,-5.899361487,4.301661695,-6.860834718,-0.476057027,0.759276021,-0.553644421,0.90281827,0.947089947,0.893617021,0.288491764,0.879534731,-4.208459883,0.370743111
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2024-05-17T12:34:00,15,21.2,9.19,1.30833282,7.110696123,4.276666119,-0.719538934,0.694452102,-0.989015863,-0.147809411,318,137.85,19.6249923,106.6604418,-10.79308401,10.41678153,-14.83523795,194.828,27.73665578,150.7467578,-15.2542254,14.72238456,-20.9671363,12.02357862,65.34729737,-6.612562803,6.382014817,-9.089055781,9.303157111,-0.941396403,0.908574477,-1.293961913,-5.116422708,4.938037869,-7.032591263,-0.499685325,0.71163542,-0.686824145,0.9375,0.954954955,0.901864573,0.566786907,0.876706021,-2.565557296,0.409838733
TH-PGWL0214,"PRINCESS DIANA FOUNTAIN, HYDE PARK",2024-05-17T12:07:00,9.04,16.7,8.07,1.280933845,7.292337176,6.01615716,-0.719538934,0.694452102,-0.999533591,-0.030538513,150.968,72.9528,11.57964196,65.92272807,-6.504631963,6.277847002,-9.035783663,134.769,21.39159521,121.7820308,-12.0163002,11.5973501,-16.69221097,10.33713613,58.84916101,-5.806679197,5.604228463,-8.066236079,9.341001498,-0.921681773,0.889547201,-1.280336406,-5.247120518,5.06417888,-7.288935964,-0.499685325,0.719203335,-0.694128203,0.900398406,0.943502825,0.889746417,0.561583076,0.879406737,-2.565557296,0.409838733
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2024-05-17T11:53:00,13.9,20.2,9.09,0.336472237,7.03966035,4.394449155,-0.719538934,0.694452102,-0.999533591,0.030538513,280.78,126.351,4.676964094,97.85127887,-10.00159118,9.652884218,-13.89351691,183.618,6.796739187,142.2011391,-14.53468647,14.02793246,-20.19057854,3.058532634,63.99051258,-6.54060891,6.312569607,-9.085760342,2.368650266,-0.242104875,0.233663852,-0.336315303,-5.065309704,4.888706927,-7.036376989,-0.499685325,0.719203335,-0.694128203,0.932885906,0.952830189,0.900891972,0.251761486,0.875616636,-2.565557296,0.409838733
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-05-17T10:46:00,12.5,19.6,9.06,1.00E-07,7.021083964,3.295836866,-0.719538934,0.694452102,-0.948323655,0.317304656,245,113.25,1.25E-06,87.76354955,-8.994236675,8.680651275,-11.85404569,177.576,1.96E-06,137.6132457,-14.10296311,13.6112612,-18.58714364,9.06E-07,63.61102071,-6.519022742,6.291736044,-8.591812314,7.02E-07,-7.20E-08,6.94E-08,-9.48E-08,-5.051943271,4.875806517,-6.658260007,-0.499685325,0.682355792,-0.658565356,0.925925926,0.951456311,0.900596421,1.00E-07,0.875328571,-2.565557296,0.409838733
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2024-05-17T10:24:00,11.8,19.5,9.06,0.09531018,7.01571242,4.276666119,-0.719538934,0.694452102,-0.913545458,0.406736643,230.1,106.908,1.124660124,82.78540656,-8.490559421,8.194534804,-10.7798364,176.67,1.85854851,136.8063922,-14.03100921,13.54181599,-17.81413643,0.863510231,63.56235453,-6.519022742,6.291736044,-8.276721849,0.668668814,-0.068579385,0.066188355,-0.087070182,-5.048078236,4.872076237,-6.409172216,-0.499685325,0.657331525,-0.634413564,0.921875,0.951219512,0.900596421,0.087016611,0.875245025,-2.565557296,0.409838733
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-05-07T11:42:00,12.9,16.1,8.96,0.09531018,7.010311867,3.583518938,-0.590044474,0.807370744,-0.996917334,0.078459096,207.69,115.584,1.229501322,90.43302308,-7.611573715,10.4150826,-12.86023361,144.256,1.534493898,112.8660211,-9.499716031,12.99866898,-16.05036908,0.853979213,62.81239433,-5.286798487,7.234041866,-8.932379313,0.668154086,-0.056237245,0.076950651,-0.095016371,-4.136395778,5.659920708,-6.988701417,-0.476384646,0.588225564,-0.80488189,0.928057554,0.941520468,0.899598394,0.087016611,0.875160916,-1.439288988,0.446710088
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2024-05-07T11:19:00,11.9,17,8.96,1.386294361,7.206377291,3.988984047,-0.590044474,0.807370744,-0.984040698,0.177943545,202.3,106.624,16.4969029,85.75588976,-7.021529241,9.607711854,-11.71008431,152.32,23.56700414,122.5084139,-10.03075606,13.72530265,-16.72869187,12.42119747,64.56914053,-5.286798487,7.234041866,-8.817004654,9.990160202,-0.817975327,1.11925351,-1.364170071,-4.252083098,5.818218195,-7.091368539,-0.476384646,0.580627776,-0.79448567,0.92248062,0.944444444,0.899598394,0.580940216,0.87814355,-1.439288988,0.446710088
TH-PGWL0214,"PRINCESS DIANA FOUNTAIN, HYDE PARK",2024-05-07T11:10:00,9.87,15.2,8.36,1.00E-07,7.303843225,2.890371758,-0.590044474,0.807370744,-0.976296007,0.216439614,150.024,82.5132,9.87E-07,72.08893263,-5.823738958,7.968749243,-9.636041589,127.072,1.52E-06,111.018417,-8.968676005,12.27203531,-14.83969931,8.36E-07,61.06012936,-4.932771803,6.74961942,-8.161834619,7.30E-07,-5.90E-08,8.07E-08,-9.76E-08,-4.309592334,5.896909339,-7.130712976,-0.476384646,0.576058064,-0.788232834,0.90800368,0.938271605,0.893162393,1.00E-07,0.879573834,-1.439288988,0.446710088
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2024-05-07T10:25:00,12.6,16,8.92,1.00E-07,7.012115294,5.247024072,-0.590044474,0.807370744,-0.915311479,0.40274669,201.6,112.392,1.26E-06,88.3526527,-7.434560372,10.17287137,-11.53292464,142.72,1.60E-06,112.1938447,-9.440711584,12.9179319,-14.64498366,8.92E-07,62.54806842,-5.263196708,7.201747036,-8.164578393,7.01E-07,-5.90E-08,8.07E-08,-9.15E-08,-4.13745988,5.661376742,-6.418269621,-0.476384646,0.54007448,-0.73899571,0.926470588,0.941176471,0.899193548,1.00E-07,0.875189015,-1.439288988,0.446710088
SW-81939999,MISCELLANEOUS FAL (WEST AREA),2024-04-26T11:45:00,13.1,10.6,7.87,1.481604541,6.033086222,6.461468176,-0.427646209,0.903946193,-0.997858923,0.065403129,138.86,103.097,19.40901949,79.03342951,-5.602165338,11.84169513,-13.07195189,83.422,15.70500813,63.95071395,-4.533049815,9.581829646,-10.57730458,11.66022774,47.48038857,-3.365575665,7.114056539,-7.853149724,8.938647943,-0.633602565,1.339290784,-1.478432312,-2.580026451,5.453585322,-6.02016892,-0.386569163,0.426730586,-0.902010775,0.929078014,0.913793103,0.887260428,0.597034909,0.85781491,-0.747171095,0.474775073
SW-50039999,MISCELLANEOUS POOL-WEYMOUTH CATCHMENT,2024-04-10T12:20:00,9.69,10.4,7.77,1.00E-07,6.81563999,5.298317367,-0.165878199,0.986146248,-0.996194698,-0.087155743,100.776,75.2913,9.69E-07,66.0435515,-1.607359748,9.555757143,-9.653126624,80.808,1.04E-06,70.8826559,-1.72513327,10.25592098,-10.36042486,7.77E-07,52.95752272,-1.288873606,7.662356347,-7.740432803,6.82E-07,-1.66E-08,9.86E-08,-9.96E-08,-1.130566087,6.721217804,-6.789704422,-0.163580164,0.165246982,-0.982393664,0.90645463,0.912280702,0.885974914,1.00E-07,0.872051425,-0.19886568,0.496512404
NW-88003872,RIVER WYRE AT ST MICHAELS,2024-03-08T10:37:00,11.8,6.6,7.85,1.526056303,5.537334267,5.828945618,0.390368215,0.920658817,-0.93513521,0.354291038,77.88,92.63,18.00746438,65.34054435,4.606344937,10.86377404,-11.03459548,51.81,10.0719716,36.54640616,2.576430219,6.076348192,-6.171892386,11.97954198,43.468074,3.064390488,7.227171713,-7.340811399,8.45028386,0.595723875,1.404977191,-1.427068981,2.161599294,5.097995616,-5.178156243,0.359395939,-0.365047063,-0.860940476,0.921875,0.868421053,0.88700565,0.604126005,0.847032451,0.280766067,0.479345321
NW-88003872,RIVER WYRE AT ST MICHAELS,2024-02-07T10:55:00,11.6,5.9,7.55,2.186051277,5.375278408,6.646390515,0.793843965,0.6081215,-0.960049854,0.279829014,68.44,87.58,25.35819481,62.35322953,9.208589994,7.0542094,-11.13657831,44.545,12.89770253,31.71414261,4.683679394,3.58791685,-5.664294139,16.50468714,40.58335198,5.993521936,4.591317325,-7.248376398,11.75063423,1.735383613,1.329384782,-2.098718209,4.267132324,3.268822368,-5.160535251,0.482753583,-0.762129783,-0.583826957,0.920634921,0.855072464,0.883040936,0.686131856,0.843144105,0.442537913,0.378156439
SW-72920121,RIVER TORRIDGE AT BEAM BRIDGE,2023-12-19T10:29:00,10.9,10.8,7.25,3.737669618,5.135798437,8.318742253,0.977878543,-0.209173506,-0.922200972,0.386710962,117.72,79.025,40.74059884,55.98020296,10.65887612,-2.279991215,-10.05199059,78.3,40.36683187,55.46662312,10.56108826,-2.259073865,-9.959770498,27.09810473,37.23453867,7.089619437,-1.516507919,-6.685957047,19.19591778,3.65498692,-0.781821458,-3.446882555,5.022187093,-1.074272965,-4.736238311,-0.204546283,-0.901800543,0.192900011,0.915966387,0.915254237,0.878787879,0.788925763,0.837022026,0.494407782,-0.264499871
NE-49000137,ESK AT RUSWARP - BANKSIDE,2023-12-14T13:36:00,12.4,5.6,7.86,2.833213344,5.003946306,6.040254711,0.956294277,-0.292405977,-0.913545458,-0.406736643,69.44,97.464,35.13184547,62.04893419,11.85804903,-3.625834115,-11.32796368,44.016,15.86599473,28.02209931,5.355247951,-1.637473471,-5.115854565,22.26905688,39.33101797,7.516473017,-2.298310979,-7.1804673,14.17724745,2.709385706,-0.828448516,-2.588269182,4.785245215,-1.463183808,-4.57133242,-0.279626162,-0.873618293,0.267126152,0.925373134,0.848484848,0.887133183,0.739122269,0.833442881,0.488829461,-0.41323975
SW-50590127,RIVER FROME AT HOLME BRIDGE,2023-12-14T13:35:00,11.9,7.7,8.25,0.875468737,6.267200549,5.347107531,0.956294277,-0.292405977,-0.915311479,-0.40274669,91.63,98.175,10.41807797,74.57968653,11.3799019,-3.479631126,-10.8922066,63.525,6.741109275,48.25744423,7.363465933,-2.251526023,-7.047898388,7.22261708,51.70440453,7.889427785,-2.41234931,-7.551319702,5.486738149,0.837205743,-0.255992291,-0.801326584,5.993288018,-1.8325669,-5.736440604,-0.279626162,-0.875307129,0.267642547,0.92248062,0.885057471,0.891891892,0.466799963,0.862395431,0.488829461,-0.41323975
SW-50450129,RIVER PIDDLE AT WEST MILLS,2023-12-14T12:32:00,11.5,7.4,8.18,0.693147181,6.329720906,4.59511985,0.956294277,-0.292405977,-0.990268069,-0.139173101,85.1,94.07,7.971192581,72.79179042,10.99738419,-3.362668736,-11.38808279,60.532,5.129289139,46.8399347,7.07657765,-2.16380423,-7.327983711,5.669943941,51.77711701,7.822487186,-2.391880892,-8.100392804,4.387428203,0.662852682,-0.202680379,-0.68640152,6.053075877,-1.850848226,-6.268120499,-0.279626162,-0.946987687,0.289560302,0.92,0.880952381,0.891067538,0.409383891,0.863569157,0.488829461,-0.41323975
NW-88004530,RIVER BRATHAY AT CLAPPERSGATE,2023-12-13T13:46:00,11.3,7.3,6.57,0.832909123,4.262679877,4.86753445,0.951122942,-0.308812481,-0.894934362,-0.446197813,82.49,74.241,9.41187309,48.16828261,10.74768924,-3.489581035,-10.11275829,47.961,6.080236598,31.1175631,6.943197477,-2.254331111,-6.533020843,5.472212938,28.00580679,6.248877729,-2.028898,-5.879718758,3.550424958,0.792198975,-0.257212733,-0.745398995,4.054332625,-1.316368749,-3.814818696,-0.293718635,-0.851192603,0.276366901,0.918699187,0.879518072,0.867899604,0.454419214,0.809982742,0.487474634,-0.446785384
