sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,Cond @ 25C,Oxygen Diss,Temp Water,pH,Turbidity,E.coli C-MF,Available
NW-88019983,SOLWAY EDEN AT NY155575 SHELLFISH MON.PT,2008-04-22T14:02:00,46800,9.9,8.2,8.31,1,855,6
SW-60110129,HENLEAZE LAKE (36050),2014-08-22T12:10:00,542,8.02,17.1,8.12,1,850,6
SW-60110129,HENLEAZE LAKE (36050),2014-06-20T11:31:00,545,7.44,20.6,8.094,1,850,6
SW-60110129,HENLEAZE LAKE (36050),2014-08-08T15:30:00,555,7.67,20.7,7.99,1,850,6
SW-60110129,HENLEAZE LAKE (36050),2014-06-15T11:30:00,548,7.79,20.1,7.94,1,850,6
SW-60110129,HENLEAZE LAKE (36050),2014-08-27T11:26:00,532,9.98,16.6,8.04,1,847,6
SW-60110129,HENLEAZE LAKE (36050),2015-09-17T13:00:00,476,7.57,15.4,7.94,1,847,6
SW-60110129,HENLEAZE LAKE (36050),2014-09-01T08:50:00,536.3,7.15,16.7,7.73,1,847,6
SW-60110129,HENLEAZE LAKE (36050),2014-09-26T11:24:00,543.6,6.42,16.4,7.73,1,847,6
SW-60110129,HENLEAZE LAKE (36050),2014-08-13T11:32:00,543.4,7.26,18.4,7.72,1,847,6
SW-60110129,HENLEAZE LAKE (36050),2014-09-11T10:18:00,541.3,6.87,17.3,7.7,1,847,6
SW-60110129,HENLEAZE LAKE (36050),2015-08-18T11:50:00,487.5,7.53,18.1,7.9,1,847,6
SW-73115135,ILFRACOMBE (HELE) BEACH (34600),2015-06-12T11:00:00,471.8,9.81,17.1,8.27,1,845,6
SW-60110129,HENLEAZE LAKE (36050),2014-06-30T11:27:00,595,9.25,20.1,8.24,1,845,6
SO-E0001326,PEGWELL BAY (SURFACE),2011-02-01T10:28:00,1772,10.5,4.277,8.17,1,840,6
SW-60110129,HENLEAZE LAKE (36050),2015-06-19T11:02:00,474.3,8.97,18.3,8.15,1,840,6
SW-60110129,HENLEAZE LAKE (36050),2014-07-09T10:40:00,547.3,8.45,19.2,8.12,1,840,6
SW-60110129,HENLEAZE LAKE (36050),2014-09-21T15:52:00,541,7.16,18.1,8.092,1,840,6
SW-60110129,HENLEAZE LAKE (36050),2015-09-02T12:15:00,484.4,7.92,16.6,8.05,1,840,6
SW-60110129,HENLEAZE LAKE (36050),2015-06-09T09:55:00,471.2,6.8,15.9,8.016,1,838,6
SW-60110129,HENLEAZE LAKE (36050),2015-07-28T12:15:00,479.9,8.54,17.1,7.98,1,838,6
SW-60110129,HENLEAZE LAKE (36050),2014-07-29T11:26:00,559,6.42,22.8,7.9,1,838,6
SW-60110129,HENLEAZE LAKE (36050),2015-07-21T08:55:00,491,6.49,18.6,7.88,1,838,6
SW-60110129,HENLEAZE LAKE (36050),2015-07-08T09:55:00,488.5,5.72,18.7,7.74,1,838,6
NW-88022685,THE SLUICE U/S CROSSENS PS,2010-09-16T11:00:00,671,9.08,13.13,7.34,1,838,6
NW-88003187,LONGTON BROOK AT GRANGE LANE,2010-09-16T12:35:00,548,8.22,13.6,7.04,1,838,6
SW-81914925,PORTHOUSTOCK BEACH (29000),2015-08-27T12:20:00,292,7.61,17.2,7.8,1,838,6
SW-81010640,COFFLETE STREAM AT FORDBROOK,2014-06-10T10:42:00,542.7,9.08,13.6,8.03,1,838,6
SW-60110129,HENLEAZE LAKE (36050),2015-06-29T11:15:00,497.3,6.31,19,8,1,838,6
SW-60110129,HENLEAZE LAKE (36050),2015-09-04T09:05:00,481,7.89,15.7,7.95,1,838,6
SW-60110129,HENLEAZE LAKE (36050),2014-07-18T09:30:00,552,7.33,21,7.88,1,836,6
SW-60110129,HENLEAZE LAKE (36050),2015-08-05T09:23:00,483.1,7.87,17.5,8.13,1,830,6
SW-81014770,WEMBURY BEACH (26200),2015-06-10T10:35:00,471.5,7.31,15.6,8.05,1,830,6
SW-60110129,HENLEAZE LAKE (36050),2015-07-19T11:27:00,491.1,8.08,18.7,8.04,1,830,6
SW-60110129,HENLEAZE LAKE (36050),2015-08-20T13:18:00,486.8,8.38,17.9,8,1,830,6
SW-60110129,HENLEAZE LAKE (36050),2014-07-14T11:10:00,552,8.34,21.1,8,1,830,6
SW-60110129,HENLEAZE LAKE (36050),2015-07-05T11:26:00,439,6.97,20.4,7.97,1,829,6
SW-60110129,HENLEAZE LAKE (36050),2014-07-24T14:53:00,556,7.89,24.8,7.92,1,829,6
SW-70614644,NESS COVE (23000),2015-07-13T12:30:00,370,7.46,19.4,7.87,1,829,6
SW-60110129,HENLEAZE LAKE (36050),2015-05-21T11:38:00,482,10.4,14.4,8.35,1,829,6
AN-62M01,R.OUSE THE POINT KINGS LYNN,2010-10-20T16:13:00,19793,9.27,10.04,8.12,1,820,6
NW-88022687,RIVER DOUGLAS @ BECCONSALL LANE,2010-09-16T11:48:00,526,8.98,13.85,7.46,1,800,6
NW-88022686,RIVER DOUGLAS U/S RUFFORD BRIDGE,2010-09-16T11:20:00,532,9.05,13.84,7.45,1,800,6
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2019-09-23T12:21:00,1622,12.6,17.6,8.1,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2022-08-01T12:17:00,1416,6.86,22.4,8,1,780,6
NW-88003828,RIVER WYRE AT GUBBERFORD BRIDGE SCORTON,2008-10-10T10:20:00,113,13.3,11.49,7.87,1,780,6
SW-Z1020124,RIVER TRYM BADOCKS WOOD NORTH,2014-07-09T11:20:00,878,5.66,14.8,8.1,1,780,6
NE-45500286,STELL OFF SEATON LANE (B1276) TRIB 1,2012-05-31T14:04:00,1772,7.43,15.1,8.05,1,780,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2022-09-22T15:39:00,537,18.6,18.3,8.18,1,780,6
SW-50904420,SHELL BAY NORTH (19600),2019-05-07T14:20:00,614,23.3,16.1,8.2,1,780,6
NW-88023090,R DOUGLAS @ GATHURST BRIDGE,2012-09-26T14:33:00,228.3,8.83,11.5,8.1,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2022-07-25T12:03:00,1399,11.9,23.2,8.1,1,780,6
NW-88022685,THE SLUICE U/S CROSSENS PS,2014-05-01T14:13:00,655,20.2,17.2,8.29,1,780,6
AN-INGMDR01,INGOLDMELLS MAIN DRAIN,2022-07-18T13:02:00,1213,8.41,20.2,8.23,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2022-07-25T12:40:00,1398,11.1,23.1,8.05,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-07-02T10:31:00,1205,11.1,19.2,8.5,1,780,6
NW-88003872,RIVER WYRE AT ST MICHAELS,2023-09-07T13:06:00,283,7.99,19,8.15,1,780,6
TH-PRTS0021,SILVERWINGS,2022-08-24T10:11:00,420,7.8,22.4,8.1,1,780,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2024-08-15T12:40:00,1377,15.8,24.5,8,1,780,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2022-07-25T11:13:00,1405,10.8,22.7,8,1,780,6
NW-88003465,RIVER HODDER AT LOWER HODDER BRIDGE,2002-04-16T16:05:00,230,13.2,9.9,8,1,780,6
NW-88020957,BLACKPOOL SOUTH AT PLEASURE BEACH (42100,2023-09-07T12:25:00,646,7.06,19.6,7.95,1,780,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2024-07-31T09:56:00,1260,13.8,23.9,8.02,1,780,6
SW-70314533,SIDMOUTH (TOWN WEST END) BEACH (21800),2019-08-01T14:10:00,545,17.9,19.5,7.86,1,780,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2022-09-02T11:38:00,1429,7.81,20.6,8.2,1,780,6
SW-60220590,SALTMOOR MAIN DRAIN AT SALTMOOR PS,2014-03-13T12:15:00,339.2,15.1,8.8,7.86,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2022-08-01T12:31:00,1412,8.83,23.1,7.83,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-07-18T12:25:00,1198,11.8,21.8,7.78,1,780,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2022-08-24T11:32:00,1446,4.88,23.2,7.75,1,780,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2024-08-15T12:45:00,1290,14.5,23.2,7.67,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-05-25T14:48:00,1583,13.3,21,8.01,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2022-09-02T10:26:00,1417,8.45,19.7,7.73,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2022-09-02T10:54:00,1426,8.41,20.1,7.54,1,780,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2024-05-17T12:34:00,1225,15,21.2,7.37,1,780,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2022-08-09T13:36:00,1457,14.4,24.5,7.48,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-06-28T09:01:00,1203,12.8,21,7.15,1,780,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2022-08-01T12:12:00,1411,8.75,22.8,7.93,1,780,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2022-08-09T14:01:00,1471,14.5,26.4,7.58,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-07-31T10:31:00,1233,11.4,23.7,7.34,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2024-05-25T14:29:00,1108,14.9,19.9,7.82,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2022-08-09T12:49:00,1445,13.8,24.8,7.66,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-06-20T11:01:00,1168,13.1,19.7,7.35,1,780,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2024-08-05T11:11:00,1260,10.1,22.2,7.69,1,780,6
SW-70240302,CORRY BROOK PRIOR TO RIVER YARTY,2022-03-21T13:42:00,248,15,9.3,7.5,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2022-08-09T12:20:00,1441,12.5,24.2,7.2,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2024-08-15T12:20:00,1277,10.4,22.9,7,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-08-15T12:00:00,1267,10.1,22.9,7.33,1,780,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2018-08-14T13:22:00,592,15.6,21.3,7.61,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-05-30T10:56:00,1123,10.5,17.7,7.39,1,780,6
TH-PRTS0021,SILVERWINGS,2022-07-19T11:00:00,430,11.48,25.4,7.51,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2024-07-31T12:01:00,1135,11.2,24.7,7.48,1,780,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2022-08-24T10:03:00,1437,8.09,22.1,7.46,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2022-08-24T11:04:00,1442,7.86,22.7,7.27,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-09-07T11:25:00,1411,11.9,23,7.98,1,780,6
NW-88000055,MISC RIVER SAMPLES RIBBLE/DOUGLAS,2017-05-17T08:45:00,0.5,10.1,16.6,7.31,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-07-24T10:29:00,1212,9.94,22.5,7.51,1,780,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2024-05-17T11:53:00,1141,13.9,20.2,7.21,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2023-08-30T10:59:00,1412,10.7,19.4,7.18,1,780,6
NW-88004551,CUNSEY BECK AT EES BRIDGE,2022-07-28T12:46:00,91,10.2,18.8,7.28,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-06-05T13:19:00,1135,13,18.1,7.3,1,780,6
SW-70619999,MISCELLANEOUS TIDAL TEIGN AND TORBAY,2013-07-19T14:30:00,964,12.3,22.5,8.06,1,780,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2022-09-02T09:56:00,1432,8.43,18.6,7.3,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2022-08-19T10:53:00,1426,5.33,23.1,7.28,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2022-08-24T10:35:00,1437,7.81,22.4,7.25,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-05-17T10:46:00,1120,12.5,19.6,7.58,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2024-05-17T10:24:00,1114,11.8,19.5,7.5,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2022-08-19T11:28:00,1431,4.11,22.7,7.37,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-06-11T11:25:00,1160,11.6,16.5,7.37,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2024-08-05T11:45:00,1238,10.6,23.4,7.17,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-08-05T11:28:00,1240,10.4,22.8,7.16,1,780,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2022-08-19T10:28:00,1420,4.48,23,7.15,1,780,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2022-08-02T12:41:00,805,16.2,20.7,7.24,1,780,6
NW-88003570,SAVICK BROOK PTC SANDY BROOK,2016-05-05T13:34:00,558,17.4,13.8,7.22,1,780,6
SW-73110907,RIVER UMBER AT 2 UMBER CLOSE,2012-05-23T11:00:00,870,11.8,12,7.24,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2023-08-26T11:11:00,1424,11.6,22.1,7.1,1,780,6
NW-88003442,RIVER RIBBLE AT MITTON BRIDGE,2001-07-25T10:45:00,631,11.3,18.1,7.21,1,780,6
NW-88022685,THE SLUICE U/S CROSSENS PS,2013-05-07T09:54:00,770,10.3,15.2,6.91,1,780,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2022-08-01T11:11:00,1411,5.36,22,7.26,1,780,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2018-05-15T14:06:00,772,14.1,20.1,7.04,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-07-10T10:33:00,1185,8.47,18.9,6.72,1,780,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2017-07-14T13:32:00,867,12.8,20.6,7.24,1,780,6
NW-88003843,RIVER BROCK AT A6 ROAD  BRIDGE,2021-09-06T16:30:00,296,11.2,17.1,7.45,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-08-26T10:01:00,1428,10,20.3,7.36,1,780,6
SO-5GWQ0491,NEWSTEAD FARM AT HANDCROSS,2014-05-01T14:43:00,974,4.93,11.6,6.43,1,780,6
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2019-09-23T13:38:00,1462,10.6,18.4,7.5,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-08-30T11:25:00,1419,9.45,19.8,5.17,1,780,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2017-04-20T12:09:00,637,18.8,12.4,12.9,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-05-07T11:42:00,1108,12.9,16.1,12.65,1,780,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2024-05-07T11:19:00,1348,11.9,17,10.69,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-09-13T10:45:00,1454,8.71,20.5,10.54,1,780,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2023-05-31T12:57:00,688,17.1,17.5,9.8,1,780,6
SW-60220031,ENGINE RHYNE AT CURRYMOOR PS,2014-03-13T10:54:00,386.3,15.2,8.8,9.79,1,780,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2024-05-25T14:01:00,1249,13.2,21.4,9.76,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2024-05-07T10:25:00,1110,12.6,16,9.73,1,780,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2023-08-07T12:12:00,1392,12,19.8,9.71,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-08-02T11:22:00,1385,11.5,20,9.71,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-06-26T11:02:00,1352,10.6,23.3,9.71,1,780,6
SO-5GWQ0494,EGYPT FARM POINT A,2015-02-19T10:59:00,833,4.84,11,9.68,1,780,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2021-08-17T14:16:00,793,15.6,18.2,9.52,1,780,6
NW-88009855,CLEVELEYS AT CLEVELEYS (42800),2023-05-30T12:15:00,7689,13.6,17.9,9.51,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-08-07T10:31:00,1393,11,18.9,9.5,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-06-20T11:22:00,1350,10.3,22.9,9.5,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2019-09-23T15:45:00,1463,9.61,17.7,9.47,1,780,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2023-08-26T10:35:00,1440,9.24,21.1,9.47,1,780,6
NW-88005832,ALLONBY BECK AT ALLONBY,2008-05-16T13:08:00,499,15.9,12.5,9.41,1,780,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2023-08-30T10:55:00,1472,11.4,19.5,9.4,1,780,6
SW-70514511,SANDY BAY BEACH (22200),2012-05-16T11:30:00,898,11.4,8.5,9.4,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-08-15T13:16:00,1406,10.9,21.1,9.4,1,780,6
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2019-09-23T13:17:00,1464,9.55,17.9,9.4,1,780,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-08-27T10:32:00,1245,9.12,19.8,9.4,1,780,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2023-08-07T10:57:00,1392,12.2,19.5,9.28,1,775,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2021-05-28T14:41:00,607,12.6,18,9.23,1,770,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2023-08-15T11:54:00,1407,10.5,21.7,9.22,1,770,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2024-08-27T10:40:00,1282,9.88,20,9.21,1,770,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2023-08-16T14:08:00,646,14.5,22.9,9.2,1,770,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2022-10-11T13:44:00,613,14.4,13.6,9.2,1,770,6
SW-72910466,RIVER TORRIDGE AT BIDEFORD LONG BRIDGE,2015-05-21T10:50:00,556.4,9.08,14.3,9.2,1,770,6
NE-49705000,WHARFE AT CROMWHEEL - ILKLEY (08901),2022-08-24T14:08:00,220,12.6,20.7,9.19,1,770,6
NE-45600239,ROBINSON INGS WD TRIB D/S SKELTON TK CSO,2013-05-09T11:48:00,774,12.5,10.2,9.19,1,770,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2024-08-27T11:29:00,1335,12.1,20,9.19,1,770,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-06-14T10:48:00,1334,11.7,22.5,9.18,1,770,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2023-08-30T11:15:00,1428,10.2,19.6,9.18,1,770,6
SW-50280531,HAMPSHIRE AVON AT ELLINGHAM,2007-09-20T12:00:00,738,9.36,13.6,9.17,1,770,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2023-08-02T11:42:00,1396,10.3,20,9.15,1,770,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2019-09-23T10:25:00,1463,8.28,17.6,9.14,1,770,6
SW-82515008,PORTH BEACH    NEWQUAY (32340),2021-06-07T12:20:00,33907,18.5,23.2,9.13,1,770,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2023-09-15T14:57:00,662,13.5,22.6,9.13,1,770,6
NE-49705000,WHARFE AT CROMWHEEL - ILKLEY (08901),2022-06-30T12:34:00,213,10.4,17.1,9.13,1,770,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2022-07-25T13:39:00,1415,9.41,21.8,9.13,1,770,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2024-09-02T11:47:00,1291,9.22,20.5,9.13,1,770,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2023-08-02T10:52:00,1393,10.2,19.6,9.1,1,770,6
NW-88022981,SAVICK BROOK @ SHAROE GREEN BRIDGE,2016-05-05T13:23:00,702,15.5,13.5,9.1,1,770,6
AN-WOLD3,WOLD GRIFT DRN.RAILWAY CROSSING,2022-05-11T12:27:00,934,15.4,15.8,9.1,1,770,6
SW-73110907,RIVER UMBER AT 2 UMBER CLOSE,2023-06-08T12:10:00,998,14.5,18.3,9.1,1,770,6
NE-49700245,WHARFE AT BURNSALL BRIDGE,2022-06-30T13:57:00,345,13.5,16.4,9.1,1,770,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2019-03-19T13:56:00,532,12.6,10.6,9.09,1,770,6
SO-E0001201,GREAT STOUR SPORTS GROUND L/W,2011-05-10T14:14:00,1335,12.5,19.85,9.09,1,770,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2023-08-02T10:07:00,1431,11.3,20,9.09,1,770,6
AN-TRUSTHRP,TRUSTHORPE PUMP DRAIN LOWER,2022-05-11T12:37:00,1689,10.1,15.8,9.09,1,770,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-07-25T10:48:00,1387,10.4,19.6,9.08,1,770,6
NE-45500286,STELL OFF SEATON LANE (B1276) TRIB 1,2013-05-29T14:26:00,1754,8.57,10.4,9.08,1,770,6
AN-TRUSTHRP,TRUSTHORPE PUMP DRAIN LOWER,2022-07-13T09:15:00,1408,4,17.7,9.07,1,770,6
NW-88003442,RIVER RIBBLE AT MITTON BRIDGE,2002-04-08T13:50:00,833,14.6,10.4,9.05,1,770,6
NE-49705001,WHARFE AT ILKLEY STEPPING STONES,2023-05-03T14:29:00,274,13.2,13.5,9.04,1,770,6
NW-88003532,RIVER RIBBLE AT SAMLESBURY PGS,2002-04-08T15:55:00,548,13,11.3,9.04,1,770,6
NE-41000409,TWEED AT CALOT SHAD,2013-07-06T10:08:00,2699,11,16,9.03,1,770,6
SW-70519999,MISCELLANEOUS TIDAL EXE,2013-08-15T09:10:00,298,9.58,18.4,9.02,1,770,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2024-09-02T11:35:00,1299,8.88,20.6,9.02,1,770,6
AN-ORBY2,ORBY DRN.A52 RD.BR.,2022-11-14T12:04:00,20824,20.4,10.5,8.96,1,770,6
SO-Y0004300,SHANKLIN (18500),2019-07-08T10:51:00,703,12.4,16.4,8.96,1,770,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2021-09-15T13:37:00,347,10.6,19.5,8.96,1,770,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2023-08-15T10:36:00,1423,10.1,20.3,8.96,1,770,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2024-09-24T12:19:00,1303,9.63,17.6,8.96,1,770,6
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2019-09-23T11:08:00,1469,7.74,17.7,8.95,1,770,6
SW-73013210,WOOLACOMBE STREAM AT BEACH,2021-05-06T14:05:00,217,13.2,8.3,8.95,1,770,6
NW-88004974,BLACK BECK PTC RIVER DUDDON,2021-07-26T12:35:00,143,11.1,18,8.95,1,770,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2024-08-05T12:15:00,1422,9.72,23.2,8.93,1,770,6
TH-PGWL0034,"FRENSHAM GREAT POND, BEACH (11945)",2013-07-08T13:05:00,279,9.16,23.8,8.93,1,770,6
NE-49700239,WHARFE AT BOLTON BRIDGE,2023-05-03T12:36:00,245,13.8,11.5,8.92,1,770,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2023-07-25T11:03:00,1409,11.2,19.6,8.92,1,770,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2023-07-25T11:06:00,1389,9.68,20.1,8.92,1,770,6
TH-PGWL0215,SERPENTINE AT INLET FROM DIANA BH,2024-09-02T11:10:00,1333,9.44,20.5,8.92,1,770,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2024-08-27T11:51:00,1437,13.3,20.4,8.91,1,770,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2024-09-11T10:12:00,1396,13.2,16.1,8.91,1,770,6
NW-88003872,RIVER WYRE AT ST MICHAELS,2023-05-04T14:25:00,279,12.1,13.1,8.91,1,770,6
NW-88023095,RIVER DOUGLAS BELOW DEAN BROOK,2012-08-23T09:55:00,554.6,7.94,15.9,8.91,1,770,6
TH-PGWB0004,BATHING WATER - THE SERPENTINE (11940),2023-09-21T10:33:00,1430,7.14,18,8.9,1,770,6
AN-CLACTBH9,CLACTON PIER BOREHOLE 9 (3M BGL),2018-08-20T11:16:00,1911,2.34,16.9,8.9,1,770,6
TH-PGWL0217,"SERPENTINE AT OUTLET, HYDE PARK",2024-09-06T12:10:00,1298,8.38,19.5,8.9,1,770,6
TH-PUTR9999,UPPER THAMES CATCHMENT RIVER N.C.R.S,2023-07-05T13:50:00,1047,7.18,15,8.9,1,770,6
TH-PGWL0216,LONG WATER AT INLET FROM ITALIAN GDNS BH,2024-07-31T11:28:00,1562,10.7,22.5,8.9,1,770,6
AN-SB0185,HANNINGFIELD RESERVOIR,2007-07-09T09:55:00,751,12.8,18.53,8.89,1,766,6
SW-E0900400,MINEHEAD TERMINUS (35000),2018-08-20T14:50:00,2895,5.98,18.9,8.89,1,766,6
AN-RH0125,PRITTLE BK.OFF WARWICK DRIVE,2017-04-05T13:12:00,1044,18.7,11.7,8.89,1,760,6
NW-88003843,RIVER BROCK AT A6 ROAD  BRIDGE,2024-07-17T10:09:00,305,10.7,14.9,8.89,1,760,6
TH-PRTS0039,ST ANNS LAKE,2022-07-19T12:46:00,570,8.26,27.3,8.89,1,760,6
TH-PRTS0015,SUNNYMEADS 6,2021-09-12T11:20:00,724,7.66,20,8.89,1,760,6
SO-G0003625,HERMITAGE STREAM - NEW ROAD,2019-09-17T13:50:00,626,12.3,17.5,8.87,1,760,6
SW-73110920,RIVER UMBER AT GLENDALE,2021-07-23T12:40:00,180,10.6,20,8.87,1,760,6
TH-PGWLN999,ENCLOSED WATER / LAKE N.C.R.S (N),2019-09-23T12:03:00,1527,9.01,17.4,8.87,1,760,6
